job_titles,experience_levels,similarity_scores,processing_times,missing_skills_counts
Full Stack Developer,junior_developer,0.53496015,0.11199498176574707,3
Software Engineer,junior_developer,0.5656301,0.2782111167907715,48
Full Stack Developer,junior_developer,0.39165562,0.284210205078125,7
Full Stack Developer,junior_developer,0.33036584,0.32151293754577637,3
DevOps Engineer,junior_developer,0.41759038,0.24399375915527344,101
Full Stack Developer,junior_developer,0.30582136,0.25847387313842773,6
Full Stack Developer,junior_developer,0.4368987,0.13138818740844727,5
Full Stack Developer,mid_level_developer,0.43569535,0.2667379379272461,4
Full Stack Developer,mid_level_developer,0.46408147,0.2708091735839844,2
DevOps Engineer,mid_level_developer,0.5470846,0.24399614334106445,56
Software Engineer,mid_level_developer,0.38207102,0.2496187686920166,103
Software Engineer,mid_level_developer,0.45872477,0.25188112258911133,260
Software Engineer,mid_level_developer,0.4408518,0.24723100662231445,91
DevOps Engineer,mid_level_developer,0.48885357,0.24416780471801758,110
DevOps Engineer,mid_level_developer,0.4694578,0.24242711067199707,75
DevOps Engineer,mid_level_developer,0.58561265,0.19057917594909668,32
Software Engineer,mid_level_developer,0.46184582,0.24129176139831543,71
Software Engineer,mid_level_developer,0.49545425,0.2373058795928955,56
DevOps Engineer,mid_level_developer,0.56024224,0.18866181373596191,27
Software Engineer,mid_level_developer,0.3922102,0.24810504913330078,96
DevOps Engineer,mid_level_developer,0.5920081,0.2618839740753174,59
DevOps Engineer,mid_level_developer,0.4411862,0.24626398086547852,135
DevOps Engineer,mid_level_developer,0.55723786,0.3246321678161621,130
DevOps Engineer,mid_level_developer,0.5423216,0.2106938362121582,18
Full Stack Developer,mid_level_developer,0.47544658,0.26423192024230957,3
DevOps Engineer,mid_level_developer,0.3725411,0.23755383491516113,109
DevOps Engineer,mid_level_developer,0.16108315,0.2453289031982422,230
Full Stack Developer,mid_level_developer,0.54348594,0.25203990936279297,2
Full Stack Developer,mid_level_developer,0.44798338,0.22491168975830078,1
Full Stack Developer,mid_level_developer,0.59610164,0.11268091201782227,1
Software Engineer,mid_level_developer,0.4114548,0.24030780792236328,70
DevOps Engineer,mid_level_developer,0.5607629,0.15826106071472168,26
Full Stack Developer,mid_level_developer,0.46083254,0.2536919116973877,2
Software Engineer,mid_level_developer,0.44304317,0.23791909217834473,158
Software Engineer,mid_level_developer,0.51890635,0.13057518005371094,21
DevOps Engineer,mid_level_developer,0.64177716,0.24981403350830078,28
Software Engineer,mid_level_developer,0.5072387,0.2417151927947998,107
Full Stack Developer,mid_level_developer,0.39344704,0.2093977928161621,2
DevOps Engineer,mid_level_developer,0.35803944,0.24215388298034668,96
DevOps Engineer,mid_level_developer,0.46578974,0.2388458251953125,93
Full Stack Developer,mid_level_developer,0.45076275,0.2565958499908447,2
Full Stack Developer,mid_level_developer,0.43725926,0.24601483345031738,4
Full Stack Developer,mid_level_developer,0.40936458,0.2638099193572998,6
Full Stack Developer,mid_level_developer,0.42550972,0.31040263175964355,3
Full Stack Developer,mid_level_developer,0.38508213,0.24018502235412598,5
Full Stack Developer,mid_level_developer,0.45901817,0.2942228317260742,4
Software Engineer,mid_level_developer,0.574366,0.2356417179107666,83
Software Engineer,mid_level_developer,0.48325086,0.24044013023376465,156
Full Stack Developer,mid_level_developer,0.50403273,0.22004985809326172,2
Software Engineer,mid_level_developer,0.4194545,0.23521685600280762,125
Software Engineer,mid_level_developer,0.38705325,0.21487879753112793,65
Software Engineer,mid_level_developer,0.49754393,0.19103312492370605,35
Full Stack Developer,mid_level_developer,0.45567617,0.20523715019226074,3
Full Stack Developer,mid_level_developer,0.5430961,0.2528412342071533,2
DevOps Engineer,mid_level_developer,0.48789716,0.2425689697265625,103
Full Stack Developer,mid_level_developer,0.38139284,0.26923489570617676,1
Software Engineer,mid_level_developer,0.5612142,0.08168435096740723,15
DevOps Engineer,mid_level_developer,0.60831606,0.19497299194335938,35
DevOps Engineer,mid_level_developer,0.46526653,0.24075818061828613,148
DevOps Engineer,mid_level_developer,0.4035266,0.26971960067749023,166
Full Stack Developer,mid_level_developer,0.42965668,0.27747106552124023,5
Full Stack Developer,mid_level_developer,0.3577413,0.2462141513824463,7
Software Engineer,mid_level_developer,0.6141291,0.23961186408996582,123
DevOps Engineer,mid_level_developer,0.4693247,0.237321138381958,44
Full Stack Developer,mid_level_developer,0.2734291,0.28211283683776855,1
Full Stack Developer,mid_level_developer,0.3955591,0.16663098335266113,1
DevOps Engineer,mid_level_developer,0.4398145,0.25011396408081055,220
Software Engineer,mid_level_developer,0.3943121,0.25870585441589355,115
Software Engineer,mid_level_developer,0.34452057,0.24715089797973633,211
Software Engineer,mid_level_developer,0.45625424,0.04445815086364746,6
Software Engineer,mid_level_developer,0.51902026,0.23829007148742676,72
DevOps Engineer,mid_level_developer,0.6063888,0.1682569980621338,37
Full Stack Developer,mid_level_developer,0.2991146,0.26654911041259766,8
DevOps Engineer,mid_level_developer,0.59227854,0.23623394966125488,67
Software Engineer,mid_level_developer,0.5730572,0.23742890357971191,56
Full Stack Developer,mid_level_developer,0.27757865,0.28560900688171387,8
Full Stack Developer,mid_level_developer,0.46189076,0.24416422843933105,4
Software Engineer,mid_level_developer,0.4392051,0.1696000099182129,39
Software Engineer,mid_level_developer,0.4781072,0.24110698699951172,104
Full Stack Developer,mid_level_developer,0.31054986,0.28418588638305664,1
Software Engineer,mid_level_developer,0.4233268,0.14532089233398438,13
Software Engineer,mid_level_developer,0.30868313,0.2176530361175537,46
Software Engineer,mid_level_developer,0.553476,0.10690093040466309,19
Software Engineer,mid_level_developer,0.43975616,0.3424549102783203,138
Full Stack Developer,mid_level_developer,0.410531,0.26671290397644043,2
Software Engineer,mid_level_developer,0.50883365,0.15820026397705078,42
Software Engineer,mid_level_developer,0.42243606,0.08536982536315918,15
DevOps Engineer,mid_level_developer,0.59351444,0.16895413398742676,28
Full Stack Developer,mid_level_developer,0.4152032,0.254746675491333,2
DevOps Engineer,mid_level_developer,0.44296038,0.24899888038635254,174
Software Engineer,mid_level_developer,0.36426964,0.2796061038970947,155
DevOps Engineer,mid_level_developer,0.5415293,0.2426607608795166,61
Full Stack Developer,mid_level_developer,0.48450497,0.24553394317626953,9
DevOps Engineer,mid_level_developer,0.49752074,0.24044108390808105,74
Full Stack Developer,mid_level_developer,0.32031304,0.26823902130126953,5
Software Engineer,mid_level_developer,0.54971987,0.22764801979064941,34
DevOps Engineer,mid_level_developer,0.52555007,0.21043086051940918,35
Full Stack Developer,mid_level_developer,0.573313,0.1823422908782959,3
Full Stack Developer,mid_level_developer,0.5198679,0.2866020202636719,5
DevOps Engineer,mid_level_developer,0.54152584,0.09877395629882812,10
DevOps Engineer,mid_level_developer,0.53790027,0.24865007400512695,146
Software Engineer,mid_level_developer,0.46677053,0.24364209175109863,43
DevOps Engineer,mid_level_developer,0.39267814,0.25130295753479004,223
Full Stack Developer,mid_level_developer,0.49877897,0.30673670768737793,3
Software Engineer,mid_level_developer,0.46205443,0.2327427864074707,104
Software Engineer,mid_level_developer,0.51670015,0.24608087539672852,153
Software Engineer,mid_level_developer,0.35659105,0.2740468978881836,140
DevOps Engineer,mid_level_developer,0.5022321,0.24609684944152832,82
DevOps Engineer,mid_level_developer,0.45404744,0.08559799194335938,7
DevOps Engineer,mid_level_developer,0.5465919,0.16121506690979004,35
Full Stack Developer,mid_level_developer,0.36252522,0.24050092697143555,8
Full Stack Developer,mid_level_developer,0.46754128,0.2598130702972412,1
Full Stack Developer,mid_level_developer,0.3589597,0.2664470672607422,3
Full Stack Developer,mid_level_developer,0.53998387,0.05132794380187988,1
Full Stack Developer,mid_level_developer,0.42036223,0.2658519744873047,7
Software Engineer,mid_level_developer,0.49302715,0.23839998245239258,82
Full Stack Developer,mid_level_developer,0.50442946,0.22569799423217773,4
Full Stack Developer,mid_level_developer,0.38649395,0.2514760494232178,10
Full Stack Developer,mid_level_developer,0.3785059,0.2843341827392578,4
DevOps Engineer,mid_level_developer,0.41137755,0.23856806755065918,109
Software Engineer,mid_level_developer,0.41726637,0.24103283882141113,74
Software Engineer,mid_level_developer,0.5171717,0.24078989028930664,127
Full Stack Developer,mid_level_developer,0.41474226,0.3323209285736084,3
DevOps Engineer,mid_level_developer,0.45085013,0.25142598152160645,111
Full Stack Developer,mid_level_developer,0.5116606,0.26308107376098633,3
Full Stack Developer,mid_level_developer,0.28027368,0.262890100479126,7
Software Engineer,mid_level_developer,0.43793285,0.23774194717407227,50
Full Stack Developer,mid_level_developer,0.45077425,0.2893338203430176,4
Software Engineer,mid_level_developer,0.42770144,0.24042296409606934,160
Software Engineer,mid_level_developer,0.4292835,0.2883570194244385,161
Full Stack Developer,mid_level_developer,0.35744923,0.24645495414733887,6
Full Stack Developer,mid_level_developer,0.48526704,0.09698009490966797,3
Full Stack Developer,mid_level_developer,0.42152685,0.28324079513549805,5
DevOps Engineer,mid_level_developer,0.42762834,0.1941089630126953,44
Software Engineer,mid_level_developer,0.51583654,0.1985950469970703,30
DevOps Engineer,mid_level_developer,0.5783622,0.2427971363067627,113
Software Engineer,mid_level_developer,0.5973214,0.23301291465759277,89
Software Engineer,mid_level_developer,0.53911936,0.24080991744995117,109
Software Engineer,mid_level_developer,0.45988923,0.25386524200439453,155
DevOps Engineer,mid_level_developer,0.45056766,0.2473618984222412,173
Full Stack Developer,mid_level_developer,0.3006993,0.24669098854064941,7
DevOps Engineer,mid_level_developer,0.57957006,0.24259376525878906,86
Full Stack Developer,mid_level_developer,0.48226994,0.14320778846740723,2
Software Engineer,mid_level_developer,0.4470968,0.23550701141357422,71
DevOps Engineer,mid_level_developer,0.46219373,0.2404768466949463,74
DevOps Engineer,mid_level_developer,0.39402044,0.24274897575378418,119
DevOps Engineer,mid_level_developer,0.44464344,0.26473379135131836,116
DevOps Engineer,mid_level_developer,0.5685649,0.24089908599853516,82
DevOps Engineer,mid_level_developer,0.5239188,0.23929309844970703,127
DevOps Engineer,mid_level_developer,0.6174449,0.11057400703430176,17
Software Engineer,mid_level_developer,0.521358,0.08133602142333984,17
Software Engineer,mid_level_developer,0.36745903,0.2461259365081787,129
Software Engineer,mid_level_developer,0.41947162,0.24244904518127441,133
Full Stack Developer,mid_level_developer,0.41835797,0.2633841037750244,3
Full Stack Developer,mid_level_developer,0.48967394,0.2673161029815674,8
Full Stack Developer,mid_level_developer,0.41160697,0.2710850238800049,4
Software Engineer,mid_level_developer,0.40736908,0.25261592864990234,139
Software Engineer,mid_level_developer,0.4708686,0.24191999435424805,82
DevOps Engineer,mid_level_developer,0.29290318,0.2701287269592285,176
Full Stack Developer,mid_level_developer,0.4102159,0.19497394561767578,1
Full Stack Developer,mid_level_developer,0.4098732,0.2555561065673828,4
Full Stack Developer,mid_level_developer,0.3994488,0.29993104934692383,2
DevOps Engineer,mid_level_developer,0.4278216,0.2432727813720703,160
DevOps Engineer,mid_level_developer,0.5630655,0.24119925498962402,63
Full Stack Developer,mid_level_developer,0.39664987,0.2751169204711914,6
Software Engineer,mid_level_developer,0.48089838,0.23369503021240234,97
DevOps Engineer,mid_level_developer,0.44787914,0.2497730255126953,239
Full Stack Developer,mid_level_developer,0.6460714,0.13840889930725098,2
Full Stack Developer,mid_level_developer,0.47024444,0.2794046401977539,1
DevOps Engineer,mid_level_developer,0.49738836,0.23307394981384277,159
Full Stack Developer,mid_level_developer,0.36321712,0.2571420669555664,2
Software Engineer,mid_level_developer,0.5676083,0.2353529930114746,46
Software Engineer,mid_level_developer,0.42695984,0.24094486236572266,121
Full Stack Developer,mid_level_developer,0.45699987,0.2446119785308838,4
Software Engineer,mid_level_developer,0.6228093,0.24307990074157715,122
Software Engineer,mid_level_developer,0.4223116,0.2589902877807617,130
Software Engineer,mid_level_developer,0.5317832,0.25798702239990234,172
Software Engineer,mid_level_developer,0.4674716,0.12832188606262207,15
Software Engineer,mid_level_developer,0.5712806,0.21322107315063477,54
Software Engineer,mid_level_developer,0.4084524,0.24488615989685059,87
Software Engineer,mid_level_developer,0.6555337,0.24030685424804688,130
Software Engineer,mid_level_developer,0.48046392,0.2401599884033203,99
DevOps Engineer,mid_level_developer,0.58428013,0.17974615097045898,36
Software Engineer,mid_level_developer,0.4875285,0.242628812789917,61
Full Stack Developer,mid_level_developer,0.4255309,0.2877540588378906,5
DevOps Engineer,mid_level_developer,0.5834292,0.2368619441986084,68
DevOps Engineer,mid_level_developer,0.64197814,0.23891282081604004,58
Software Engineer,mid_level_developer,0.56674457,0.2317953109741211,60
Software Engineer,mid_level_developer,0.5870366,0.13512897491455078,29
Software Engineer,mid_level_developer,0.29062253,0.0899810791015625,7
Software Engineer,mid_level_developer,0.5999402,0.2679920196533203,104
Software Engineer,mid_level_developer,0.35940272,0.2425999641418457,102
Full Stack Developer,mid_level_developer,0.32714713,0.2615509033203125,6
Full Stack Developer,mid_level_developer,0.41611788,0.3363630771636963,13
DevOps Engineer,mid_level_developer,0.49803668,0.2572002410888672,44
Full Stack Developer,mid_level_developer,0.42937896,0.26148390769958496,4
Full Stack Developer,mid_level_developer,0.57506216,0.18327903747558594,1
DevOps Engineer,mid_level_developer,0.62499416,0.13890910148620605,22
DevOps Engineer,mid_level_developer,0.55048364,0.20653796195983887,33
DevOps Engineer,mid_level_developer,0.43795657,0.24510431289672852,126
Software Engineer,mid_level_developer,0.5146698,0.24052691459655762,103
Software Engineer,mid_level_developer,0.44751745,0.12724685668945312,20
DevOps Engineer,mid_level_developer,0.52027905,0.2360219955444336,75
Full Stack Developer,mid_level_developer,0.42997825,0.18420720100402832,1
Software Engineer,mid_level_developer,0.36668253,0.24526095390319824,173
Full Stack Developer,mid_level_developer,0.3565631,0.2777400016784668,3
Full Stack Developer,mid_level_developer,0.39887303,0.2559840679168701,3
Software Engineer,mid_level_developer,0.5258116,0.23973369598388672,116
Full Stack Developer,mid_level_developer,0.4890442,0.26555967330932617,3
Software Engineer,mid_level_developer,0.39117834,0.2355358600616455,62
Software Engineer,mid_level_developer,0.48242867,0.24943280220031738,215
Software Engineer,mid_level_developer,0.5087333,0.13581180572509766,17
DevOps Engineer,mid_level_developer,0.60560954,0.2487010955810547,51
DevOps Engineer,mid_level_developer,0.43991524,0.23857569694519043,124
DevOps Engineer,mid_level_developer,0.66873366,0.20529627799987793,48
Full Stack Developer,mid_level_developer,0.4141829,0.22255492210388184,1
Software Engineer,mid_level_developer,0.5068927,0.23446297645568848,52
Full Stack Developer,mid_level_developer,0.53085303,0.27439212799072266,1
Software Engineer,mid_level_developer,0.476198,0.10708785057067871,8
Full Stack Developer,mid_level_developer,0.584379,0.06611037254333496,1
DevOps Engineer,mid_level_developer,0.51502794,0.2302229404449463,45
DevOps Engineer,mid_level_developer,0.5386051,0.10509109497070312,12
Software Engineer,mid_level_developer,0.39234558,0.3685939311981201,139
DevOps Engineer,mid_level_developer,0.46918637,0.2742898464202881,76
Software Engineer,mid_level_developer,0.3990906,0.0973351001739502,9
Full Stack Developer,mid_level_developer,0.45773894,0.27045702934265137,4
Software Engineer,mid_level_developer,0.5037846,0.04451584815979004,6
DevOps Engineer,mid_level_developer,0.6325977,0.24558424949645996,117
DevOps Engineer,mid_level_developer,0.6115482,0.19043207168579102,43
DevOps Engineer,mid_level_developer,0.65934926,0.09712100028991699,16
DevOps Engineer,mid_level_developer,0.5061277,0.23358511924743652,21
Full Stack Developer,mid_level_developer,0.40776396,0.258695125579834,2
DevOps Engineer,mid_level_developer,0.48416144,0.444011926651001,128
Software Engineer,mid_level_developer,0.3586955,0.32054710388183594,49
DevOps Engineer,mid_level_developer,0.624812,0.2242271900177002,38
Software Engineer,mid_level_developer,0.43094057,0.08756685256958008,16
Full Stack Developer,mid_level_developer,0.4205636,0.26503777503967285,2
DevOps Engineer,mid_level_developer,0.5690619,0.24370694160461426,87
DevOps Engineer,mid_level_developer,0.5573962,0.24254894256591797,42
Full Stack Developer,mid_level_developer,0.45354852,0.2747209072113037,2
Software Engineer,mid_level_developer,0.46095037,0.2486588954925537,156
DevOps Engineer,mid_level_developer,0.6079881,0.23868608474731445,90
DevOps Engineer,mid_level_developer,0.5836824,0.2545769214630127,116
DevOps Engineer,mid_level_developer,0.49416554,0.24999284744262695,73
Full Stack Developer,mid_level_developer,0.48347974,0.279954195022583,6
DevOps Engineer,mid_level_developer,0.42889947,0.23491525650024414,65
Full Stack Developer,mid_level_developer,0.49966663,0.26061224937438965,3
Software Engineer,mid_level_developer,0.50683486,0.06837606430053711,11
Software Engineer,mid_level_developer,0.6257221,0.12589693069458008,19
Full Stack Developer,mid_level_developer,0.50233155,0.26342082023620605,20
Software Engineer,mid_level_developer,0.20150761,0.2544686794281006,182
Software Engineer,mid_level_developer,0.50950354,0.23877310752868652,50
Software Engineer,mid_level_developer,0.6363639,0.16568303108215332,39
Full Stack Developer,mid_level_developer,0.4330011,0.26796889305114746,3
Full Stack Developer,mid_level_developer,0.41541743,0.25858211517333984,5
DevOps Engineer,mid_level_developer,0.61413395,0.08875179290771484,11
DevOps Engineer,mid_level_developer,0.6433841,0.13590192794799805,23
DevOps Engineer,mid_level_developer,0.59028924,0.07029199600219727,10
DevOps Engineer,mid_level_developer,0.60436594,0.18414616584777832,42
Full Stack Developer,mid_level_developer,0.38907856,0.19165587425231934,3
DevOps Engineer,mid_level_developer,0.5184065,0.2414860725402832,92
DevOps Engineer,mid_level_developer,0.57076,0.24193525314331055,65
Full Stack Developer,mid_level_developer,0.35970524,0.2796759605407715,3
Full Stack Developer,mid_level_developer,0.26346046,0.24910211563110352,2
Software Engineer,mid_level_developer,0.5856472,0.23196792602539062,54
DevOps Engineer,mid_level_developer,0.44454348,0.24045705795288086,149
Full Stack Developer,mid_level_developer,0.54424155,0.20306992530822754,1
Software Engineer,mid_level_developer,0.564723,0.2370600700378418,76
Full Stack Developer,mid_level_developer,0.41191894,0.26419591903686523,4
Full Stack Developer,mid_level_developer,0.43632606,0.24905920028686523,4
Full Stack Developer,mid_level_developer,0.51377165,0.15894103050231934,2
Full Stack Developer,mid_level_developer,0.39241531,0.21137619018554688,3
Software Engineer,mid_level_developer,0.4989568,0.24053406715393066,146
Full Stack Developer,mid_level_developer,0.31360906,0.2495250701904297,7
Software Engineer,mid_level_developer,0.60458356,0.15945911407470703,42
Full Stack Developer,mid_level_developer,0.45633423,0.30851101875305176,3
Full Stack Developer,mid_level_developer,0.49032953,0.22503399848937988,2
DevOps Engineer,mid_level_developer,0.64357114,0.24206209182739258,138
DevOps Engineer,mid_level_developer,0.5863056,0.23364520072937012,59
Software Engineer,mid_level_developer,0.50326854,0.4249460697174072,87
Full Stack Developer,mid_level_developer,0.5100058,0.2337648868560791,1
Full Stack Developer,mid_level_developer,0.4673568,0.18297886848449707,1
DevOps Engineer,mid_level_developer,0.62952507,0.23832201957702637,70
Software Engineer,mid_level_developer,0.20166853,0.25333595275878906,164
DevOps Engineer,mid_level_developer,0.56669444,0.2445509433746338,129
DevOps Engineer,mid_level_developer,0.48355868,0.24031376838684082,134
DevOps Engineer,mid_level_developer,0.5660409,0.23715519905090332,51
Software Engineer,mid_level_developer,0.42318493,0.26622700691223145,146
Software Engineer,mid_level_developer,0.37450653,0.07457995414733887,15
DevOps Engineer,mid_level_developer,0.5589524,0.21506619453430176,32
Software Engineer,mid_level_developer,0.3351573,0.25079774856567383,160
Software Engineer,mid_level_developer,0.6281303,0.17622709274291992,40
Full Stack Developer,mid_level_developer,0.3572561,0.24866223335266113,5
Software Engineer,mid_level_developer,0.61265135,0.29523301124572754,170
Software Engineer,mid_level_developer,0.43924913,0.25882792472839355,68
Full Stack Developer,mid_level_developer,0.5206896,0.1680312156677246,6
Software Engineer,mid_level_developer,0.33472246,0.2532801628112793,181
Software Engineer,mid_level_developer,0.4056938,0.25261688232421875,124
DevOps Engineer,mid_level_developer,0.5832177,0.15035295486450195,18
Full Stack Developer,mid_level_developer,0.46447048,0.32398390769958496,1
DevOps Engineer,mid_level_developer,0.58604765,0.14568686485290527,31
DevOps Engineer,mid_level_developer,0.51916516,0.23781085014343262,131
DevOps Engineer,mid_level_developer,0.4513265,0.2413339614868164,104
DevOps Engineer,mid_level_developer,0.535319,0.24550724029541016,49
Full Stack Developer,mid_level_developer,0.4687429,0.26091909408569336,8
Software Engineer,mid_level_developer,0.43309882,0.24460387229919434,163
DevOps Engineer,mid_level_developer,0.40348265,0.25730204582214355,140
DevOps Engineer,mid_level_developer,0.5443146,0.24594569206237793,155
DevOps Engineer,mid_level_developer,0.55037886,0.20775103569030762,48
Software Engineer,mid_level_developer,0.39733836,0.28052401542663574,139
Full Stack Developer,mid_level_developer,0.44373107,0.22892284393310547,2
Software Engineer,mid_level_developer,0.5906787,0.2453632354736328,170
Software Engineer,mid_level_developer,0.55448014,0.2364332675933838,39
Software Engineer,mid_level_developer,0.41617018,0.2504298686981201,184
Software Engineer,mid_level_developer,0.5035128,0.2377150058746338,105
DevOps Engineer,mid_level_developer,0.32631305,0.24816298484802246,233
DevOps Engineer,mid_level_developer,0.48638755,0.2381148338317871,86
DevOps Engineer,mid_level_developer,0.4457966,0.28896427154541016,117
Software Engineer,mid_level_developer,0.4795587,0.25554990768432617,81
Software Engineer,mid_level_developer,0.49485108,0.24564480781555176,69
Full Stack Developer,mid_level_developer,0.6339933,0.12614774703979492,1
DevOps Engineer,mid_level_developer,0.6158409,0.23568987846374512,51
Software Engineer,mid_level_developer,0.41173735,0.2496049404144287,155
Full Stack Developer,mid_level_developer,0.34123135,0.2852308750152588,2
DevOps Engineer,mid_level_developer,0.46788305,0.23824381828308105,88
DevOps Engineer,mid_level_developer,0.5820572,0.14669108390808105,28
Software Engineer,mid_level_developer,0.5455259,0.24345111846923828,51
Full Stack Developer,mid_level_developer,0.46153098,0.21162700653076172,2
DevOps Engineer,mid_level_developer,0.5408152,0.16299200057983398,21
DevOps Engineer,mid_level_developer,0.38258326,0.24289202690124512,109
Software Engineer,mid_level_developer,0.46547833,0.25951290130615234,92
Full Stack Developer,mid_level_developer,0.5033932,0.26282286643981934,4
Software Engineer,mid_level_developer,0.45036674,0.23213696479797363,101
Software Engineer,mid_level_developer,0.5599799,0.24101924896240234,116
Full Stack Developer,mid_level_developer,0.45106637,0.27344298362731934,3
Software Engineer,mid_level_developer,0.5042742,0.2411670684814453,61
DevOps Engineer,mid_level_developer,0.4576037,0.2372739315032959,122
Full Stack Developer,mid_level_developer,0.43977058,0.25464510917663574,3
Software Engineer,mid_level_developer,0.3581527,0.24524211883544922,139
DevOps Engineer,mid_level_developer,0.56724876,0.23590874671936035,48
Software Engineer,mid_level_developer,0.548805,0.04696297645568848,2
DevOps Engineer,mid_level_developer,0.49776322,0.2385849952697754,101
DevOps Engineer,mid_level_developer,0.59552455,0.24135494232177734,111
DevOps Engineer,mid_level_developer,0.58850527,0.1466810703277588,25
Full Stack Developer,mid_level_developer,0.46749958,0.2614269256591797,2
Software Engineer,mid_level_developer,0.47991395,0.2498009204864502,158
DevOps Engineer,mid_level_developer,0.29381528,0.2582888603210449,316
DevOps Engineer,mid_level_developer,0.5367669,0.2518637180328369,281
Full Stack Developer,mid_level_developer,0.4027272,0.059407949447631836,2
Full Stack Developer,mid_level_developer,0.6317438,0.11580491065979004,5
Software Engineer,mid_level_developer,0.49893206,0.10595417022705078,9
Software Engineer,mid_level_developer,0.46831572,0.21518802642822266,41
DevOps Engineer,mid_level_developer,0.5636975,0.235213041305542,66
Full Stack Developer,mid_level_developer,0.40061626,0.281904935836792,2
DevOps Engineer,mid_level_developer,0.37869018,0.24134206771850586,112
Software Engineer,mid_level_developer,0.4310793,0.24898386001586914,142
DevOps Engineer,mid_level_developer,0.49727017,0.24169492721557617,82
Full Stack Developer,mid_level_developer,0.48601997,0.2602376937866211,4
DevOps Engineer,mid_level_developer,0.54413825,0.27581095695495605,77
Software Engineer,mid_level_developer,0.3920887,0.26421403884887695,114
DevOps Engineer,mid_level_developer,0.47361964,0.2382829189300537,73
DevOps Engineer,mid_level_developer,0.4375726,0.24166417121887207,104
DevOps Engineer,mid_level_developer,0.5727804,0.23791909217834473,69
DevOps Engineer,mid_level_developer,0.6329067,0.11294102668762207,20
DevOps Engineer,mid_level_developer,0.55738103,0.23723864555358887,76
DevOps Engineer,mid_level_developer,0.4365625,0.23946785926818848,69
Full Stack Developer,mid_level_developer,0.42649603,0.24137496948242188,1
Software Engineer,mid_level_developer,0.63565433,0.23330998420715332,71
DevOps Engineer,mid_level_developer,0.3413661,0.24026226997375488,132
DevOps Engineer,mid_level_developer,0.5069871,0.2468242645263672,103
Software Engineer,mid_level_developer,0.5512148,0.237335205078125,90
Software Engineer,mid_level_developer,0.41219306,0.23998165130615234,105
Full Stack Developer,mid_level_developer,0.46016362,0.2810811996459961,1
Software Engineer,mid_level_developer,0.21711564,0.14250802993774414,40
DevOps Engineer,mid_level_developer,0.55873156,0.26380419731140137,207
Full Stack Developer,mid_level_developer,0.47423404,0.17223882675170898,3
Software Engineer,mid_level_developer,0.33677268,0.25029492378234863,211
Software Engineer,mid_level_developer,0.52198875,0.12165999412536621,17
Software Engineer,mid_level_developer,0.2810688,0.04579615592956543,1
Software Engineer,mid_level_developer,0.5410199,0.2428748607635498,128
Software Engineer,mid_level_developer,0.42332068,0.2430710792541504,74
Software Engineer,mid_level_developer,0.39436334,0.24394989013671875,178
DevOps Engineer,mid_level_developer,0.53885823,0.2443709373474121,156
DevOps Engineer,mid_level_developer,0.6315811,0.1871187686920166,32
DevOps Engineer,mid_level_developer,0.39993995,0.2463369369506836,122
Full Stack Developer,mid_level_developer,0.4453567,0.24344801902770996,4
Full Stack Developer,mid_level_developer,0.4537673,0.3499939441680908,2
Software Engineer,mid_level_developer,0.65147805,0.23958086967468262,80
Full Stack Developer,mid_level_developer,0.38516492,0.2567121982574463,2
Full Stack Developer,mid_level_developer,0.30749738,0.2993001937866211,4
Full Stack Developer,mid_level_developer,0.40564448,0.2826118469238281,5
DevOps Engineer,mid_level_developer,0.5235436,0.25151681900024414,210
Software Engineer,mid_level_developer,0.62434626,0.24107623100280762,74
DevOps Engineer,mid_level_developer,0.55403507,0.2522251605987549,154
Full Stack Developer,mid_level_developer,0.31297973,0.2512829303741455,7
DevOps Engineer,mid_level_developer,0.5094019,0.23541784286499023,63
DevOps Engineer,mid_level_developer,0.55985004,0.2642388343811035,144
Software Engineer,mid_level_developer,0.6081284,0.23714375495910645,111
Full Stack Developer,mid_level_developer,0.3902255,0.2809009552001953,1
DevOps Engineer,mid_level_developer,0.5863677,0.23924565315246582,56
Full Stack Developer,mid_level_developer,0.57373756,0.14014124870300293,3
DevOps Engineer,mid_level_developer,0.4362109,0.2386932373046875,78
DevOps Engineer,mid_level_developer,0.57733107,0.1479930877685547,28
Software Engineer,mid_level_developer,0.4544621,0.24061894416809082,96
Software Engineer,mid_level_developer,0.5959054,0.2422332763671875,113
Software Engineer,mid_level_developer,0.5280516,0.24281692504882812,95
DevOps Engineer,mid_level_developer,0.48010108,0.2484300136566162,155
DevOps Engineer,mid_level_developer,0.39576605,0.24014830589294434,118
Full Stack Developer,mid_level_developer,0.3818449,0.2779088020324707,2
Full Stack Developer,mid_level_developer,0.51392925,0.17202305793762207,3
Software Engineer,mid_level_developer,0.60940427,0.2549569606781006,103
Software Engineer,mid_level_developer,0.58057964,0.23604607582092285,81
Software Engineer,mid_level_developer,0.35757083,0.250866174697876,259
DevOps Engineer,mid_level_developer,0.5974004,0.2388920783996582,100
Software Engineer,mid_level_developer,0.5464115,0.23666715621948242,113
DevOps Engineer,mid_level_developer,0.4831703,0.23777198791503906,110
DevOps Engineer,mid_level_developer,0.48494536,0.24071311950683594,61
Software Engineer,mid_level_developer,0.56285524,0.25842905044555664,48
Software Engineer,mid_level_developer,0.49974433,0.16010713577270508,31
Full Stack Developer,mid_level_developer,0.48684746,0.2515401840209961,3
